reception_ts,container_id,sample_id,sender_ts,latency(ms)
1505938568380,pub-t1-isisws-100,1594,1505938568379,1
1505938568384,pub-t1-isisws-100,1595,1505938568382,2
1505938568387,pub-t1-isisws-100,1596,1505938568386,1
1505938568394,pub-t1-isisws-100,1597,1505938568393,1
1505938568401,pub-t1-isisws-100,1598,1505938568400,1
1505938568408,pub-t1-isisws-100,1599,1505938568407,1
1505938568416,pub-t1-isisws-100,1600,1505938568415,1
1505938568435,pub-t1-isisws-100,1601,1505938568434,1
1505938568436,pub-t1-isisws-100,1602,1505938568435,1
1505938568454,pub-t1-isisws-100,1603,1505938568453,1
1505938568455,pub-t1-isisws-100,1604,1505938568454,1
1505938568479,pub-t1-isisws-100,1605,1505938568478,1
1505938568491,pub-t1-isisws-100,1606,1505938568490,1
1505938568495,pub-t1-isisws-100,1607,1505938568494,1
1505938568495,pub-t1-isisws-100,1608,1505938568494,1
1505938568497,pub-t1-isisws-100,1609,1505938568496,1
1505938568508,pub-t1-isisws-100,1610,1505938568507,1
1505938568520,pub-t1-isisws-100,1611,1505938568518,2
1505938568546,pub-t1-isisws-100,1612,1505938568545,1
1505938568553,pub-t1-isisws-100,1613,1505938568552,1
1505938568554,pub-t1-isisws-100,1614,1505938568553,1
1505938568607,pub-t1-isisws-100,1615,1505938568606,1
1505938568618,pub-t1-isisws-100,1616,1505938568617,1
1505938568632,pub-t1-isisws-100,1617,1505938568631,1
1505938568633,pub-t1-isisws-100,1618,1505938568632,1
1505938568661,pub-t1-isisws-100,1619,1505938568659,2
1505938568667,pub-t1-isisws-100,1620,1505938568666,1
1505938568702,pub-t1-isisws-100,1621,1505938568701,1
1505938568714,pub-t1-isisws-100,1622,1505938568713,1
1505938568752,pub-t1-isisws-100,1623,1505938568751,1
1505938568756,pub-t1-isisws-100,1624,1505938568755,1
1505938568778,pub-t1-isisws-100,1625,1505938568777,1
1505938568781,pub-t1-isisws-100,1626,1505938568779,2
1505938568782,pub-t1-isisws-100,1627,1505938568780,2
1505938568796,pub-t1-isisws-100,1628,1505938568795,1
1505938568807,pub-t1-isisws-100,1629,1505938568806,1
1505938568818,pub-t1-isisws-100,1630,1505938568817,1
1505938568823,pub-t1-isisws-100,1631,1505938568822,1
1505938568834,pub-t1-isisws-100,1632,1505938568833,1
1505938568835,pub-t1-isisws-100,1633,1505938568834,1
1505938568838,pub-t1-isisws-100,1634,1505938568837,1
1505938568841,pub-t1-isisws-100,1635,1505938568840,1
1505938568849,pub-t1-isisws-100,1636,1505938568848,1
1505938568849,pub-t1-isisws-100,1637,1505938568848,1
1505938568862,pub-t1-isisws-100,1638,1505938568861,1
1505938568870,pub-t1-isisws-100,1639,1505938568869,1
1505938568880,pub-t1-isisws-100,1640,1505938568879,1
1505938568883,pub-t1-isisws-100,1641,1505938568882,1
1505938568896,pub-t1-isisws-100,1642,1505938568895,1
1505938568900,pub-t1-isisws-100,1643,1505938568898,2
1505938568904,pub-t1-isisws-100,1644,1505938568903,1
1505938568908,pub-t1-isisws-100,1645,1505938568907,1
1505938568910,pub-t1-isisws-100,1646,1505938568909,1
1505938568916,pub-t1-isisws-100,1647,1505938568915,1
1505938568920,pub-t1-isisws-100,1648,1505938568919,1
1505938568921,pub-t1-isisws-100,1649,1505938568920,1
1505938568921,pub-t1-isisws-100,1650,1505938568920,1
1505938568923,pub-t1-isisws-100,1651,1505938568922,1
1505938568933,pub-t1-isisws-100,1652,1505938568932,1
1505938568941,pub-t1-isisws-100,1653,1505938568940,1
1505938568951,pub-t1-isisws-100,1654,1505938568950,1
1505938568961,pub-t1-isisws-100,1655,1505938568960,1
1505938568961,pub-t1-isisws-100,1656,1505938568960,1
1505938568962,pub-t1-isisws-100,1657,1505938568961,1
1505938568962,pub-t1-isisws-100,1658,1505938568961,1
1505938568964,pub-t1-isisws-100,1659,1505938568963,1
1505938568979,pub-t1-isisws-100,1660,1505938568978,1
1505938568985,pub-t1-isisws-100,1661,1505938568984,1
1505938568992,pub-t1-isisws-100,1662,1505938568990,2
1505938568995,pub-t1-isisws-100,1663,1505938568994,1
1505938569001,pub-t1-isisws-100,1664,1505938569000,1
1505938569015,pub-t1-isisws-100,1665,1505938569014,1
1505938569022,pub-t1-isisws-100,1666,1505938569021,1
1505938569028,pub-t1-isisws-100,1667,1505938569027,1
1505938569028,pub-t1-isisws-100,1668,1505938569027,1
1505938569036,pub-t1-isisws-100,1669,1505938569035,1
1505938569059,pub-t1-isisws-100,1670,1505938569058,1
1505938569074,pub-t1-isisws-100,1671,1505938569074,0
1505938569079,pub-t1-isisws-100,1672,1505938569078,1
1505938569079,pub-t1-isisws-100,1673,1505938569079,0
1505938569099,pub-t1-isisws-100,1674,1505938569098,1
1505938569102,pub-t1-isisws-100,1675,1505938569101,1
1505938569103,pub-t1-isisws-100,1676,1505938569102,1
1505938569105,pub-t1-isisws-100,1677,1505938569104,1
1505938569117,pub-t1-isisws-100,1678,1505938569116,1
1505938569125,pub-t1-isisws-100,1679,1505938569124,1
1505938569149,pub-t1-isisws-100,1680,1505938569148,1
1505938569149,pub-t1-isisws-100,1681,1505938569148,1
1505938569154,pub-t1-isisws-100,1682,1505938569153,1
1505938569155,pub-t1-isisws-100,1683,1505938569154,1
1505938569190,pub-t1-isisws-100,1684,1505938569189,1
1505938569202,pub-t1-isisws-100,1685,1505938569201,1
1505938569221,pub-t1-isisws-100,1686,1505938569220,1
1505938569258,pub-t1-isisws-100,1687,1505938569257,1
1505938569259,pub-t1-isisws-100,1688,1505938569258,1
1505938569261,pub-t1-isisws-100,1689,1505938569261,0
1505938569263,pub-t1-isisws-100,1690,1505938569263,0
1505938569279,pub-t1-isisws-100,1691,1505938569278,1
1505938569279,pub-t1-isisws-100,1692,1505938569278,1
1505938569282,pub-t1-isisws-100,1693,1505938569281,1
1505938569285,pub-t1-isisws-100,1694,1505938569284,1
1505938569311,pub-t1-isisws-100,1695,1505938569310,1
1505938569328,pub-t1-isisws-100,1696,1505938569327,1
1505938569332,pub-t1-isisws-100,1697,1505938569331,1
1505938569343,pub-t1-isisws-100,1698,1505938569342,1
1505938569354,pub-t1-isisws-100,1699,1505938569353,1
1505938569357,pub-t1-isisws-100,1700,1505938569356,1
1505938569359,pub-t1-isisws-100,1701,1505938569358,1
1505938569372,pub-t1-isisws-100,1702,1505938569371,1
1505938569379,pub-t1-isisws-100,1703,1505938569378,1
1505938569381,pub-t1-isisws-100,1704,1505938569380,1
1505938569391,pub-t1-isisws-100,1705,1505938569389,2
1505938569392,pub-t1-isisws-100,1706,1505938569391,1
1505938569400,pub-t1-isisws-100,1707,1505938569399,1
1505938569407,pub-t1-isisws-100,1708,1505938569406,1
1505938569411,pub-t1-isisws-100,1709,1505938569410,1
1505938569413,pub-t1-isisws-100,1710,1505938569413,0
1505938569415,pub-t1-isisws-100,1711,1505938569415,0
1505938569416,pub-t1-isisws-100,1712,1505938569416,0
1505938569417,pub-t1-isisws-100,1713,1505938569417,0
1505938569423,pub-t1-isisws-100,1714,1505938569423,0
1505938569447,pub-t1-isisws-100,1715,1505938569446,1
1505938569455,pub-t1-isisws-100,1716,1505938569454,1
1505938569457,pub-t1-isisws-100,1717,1505938569456,1
1505938569511,pub-t1-isisws-100,1718,1505938569510,1
1505938569512,pub-t1-isisws-100,1719,1505938569511,1
1505938569520,pub-t1-isisws-100,1720,1505938569520,0
1505938569546,pub-t1-isisws-100,1721,1505938569545,1
1505938569567,pub-t1-isisws-100,1722,1505938569566,1
1505938569569,pub-t1-isisws-100,1723,1505938569568,1
1505938569590,pub-t1-isisws-100,1724,1505938569589,1
1505938569590,pub-t1-isisws-100,1725,1505938569589,1
1505938569614,pub-t1-isisws-100,1726,1505938569613,1
1505938569614,pub-t1-isisws-100,1727,1505938569613,1
1505938569615,pub-t1-isisws-100,1728,1505938569614,1
1505938569616,pub-t1-isisws-100,1729,1505938569615,1
1505938569618,pub-t1-isisws-100,1730,1505938569618,0
1505938569627,pub-t1-isisws-100,1731,1505938569626,1
1505938569632,pub-t1-isisws-100,1732,1505938569631,1
1505938569634,pub-t1-isisws-100,1733,1505938569633,1
1505938569638,pub-t1-isisws-100,1734,1505938569637,1
1505938569641,pub-t1-isisws-100,1735,1505938569640,1
1505938569641,pub-t1-isisws-100,1736,1505938569640,1
1505938569652,pub-t1-isisws-100,1737,1505938569651,1
1505938569657,pub-t1-isisws-100,1738,1505938569656,1
1505938569657,pub-t1-isisws-100,1739,1505938569656,1
1505938569668,pub-t1-isisws-100,1740,1505938569667,1
1505938569669,pub-t1-isisws-100,1741,1505938569668,1
1505938569675,pub-t1-isisws-100,1742,1505938569674,1
1505938569683,pub-t1-isisws-100,1743,1505938569682,1
1505938569687,pub-t1-isisws-100,1744,1505938569686,1
1505938569688,pub-t1-isisws-100,1745,1505938569687,1
1505938569721,pub-t1-isisws-100,1746,1505938569720,1
1505938569722,pub-t1-isisws-100,1747,1505938569721,1
1505938569728,pub-t1-isisws-100,1748,1505938569727,1
1505938569728,pub-t1-isisws-100,1749,1505938569727,1
1505938569730,pub-t1-isisws-100,1750,1505938569729,1
1505938569735,pub-t1-isisws-100,1751,1505938569734,1
1505938569753,pub-t1-isisws-100,1752,1505938569752,1
1505938569771,pub-t1-isisws-100,1753,1505938569770,1
1505938569779,pub-t1-isisws-100,1754,1505938569778,1
1505938569790,pub-t1-isisws-100,1755,1505938569789,1
1505938569792,pub-t1-isisws-100,1756,1505938569791,1
1505938569834,pub-t1-isisws-100,1757,1505938569833,1
1505938569835,pub-t1-isisws-100,1758,1505938569834,1
1505938569869,pub-t1-isisws-100,1759,1505938569868,1
1505938569899,pub-t1-isisws-100,1760,1505938569898,1
1505938569902,pub-t1-isisws-100,1761,1505938569901,1
1505938569904,pub-t1-isisws-100,1762,1505938569903,1
1505938569918,pub-t1-isisws-100,1763,1505938569917,1
1505938569924,pub-t1-isisws-100,1764,1505938569923,1
1505938569924,pub-t1-isisws-100,1765,1505938569923,1
1505938569936,pub-t1-isisws-100,1766,1505938569935,1
1505938569967,pub-t1-isisws-100,1767,1505938569966,1
1505938569973,pub-t1-isisws-100,1768,1505938569972,1
1505938569977,pub-t1-isisws-100,1769,1505938569976,1
1505938569979,pub-t1-isisws-100,1770,1505938569978,1
1505938569990,pub-t1-isisws-100,1771,1505938569989,1
1505938570012,pub-t1-isisws-100,1772,1505938570011,1
1505938570030,pub-t1-isisws-100,1773,1505938570028,2
1505938570050,pub-t1-isisws-100,1774,1505938570049,1
1505938570058,pub-t1-isisws-100,1775,1505938570057,1
1505938570064,pub-t1-isisws-100,1776,1505938570063,1
1505938570065,pub-t1-isisws-100,1777,1505938570064,1
1505938570066,pub-t1-isisws-100,1778,1505938570065,1
1505938570078,pub-t1-isisws-100,1779,1505938570077,1
1505938570085,pub-t1-isisws-100,1780,1505938570084,1
1505938570089,pub-t1-isisws-100,1781,1505938570087,2
1505938570091,pub-t1-isisws-100,1782,1505938570090,1
1505938570112,pub-t1-isisws-100,1783,1505938570111,1
1505938570112,pub-t1-isisws-100,1784,1505938570111,1
1505938570144,pub-t1-isisws-100,1785,1505938570143,1
1505938570146,pub-t1-isisws-100,1786,1505938570145,1
1505938570157,pub-t1-isisws-100,1787,1505938570156,1
1505938570167,pub-t1-isisws-100,1788,1505938570166,1
1505938570181,pub-t1-isisws-100,1789,1505938570179,2
1505938570187,pub-t1-isisws-100,1790,1505938570186,1
1505938570200,pub-t1-isisws-100,1791,1505938570199,1
1505938570226,pub-t1-isisws-100,1792,1505938570225,1
1505938570228,pub-t1-isisws-100,1793,1505938570227,1
1505938570249,pub-t1-isisws-100,1794,1505938570248,1
1505938570256,pub-t1-isisws-100,1795,1505938570255,1
1505938570264,pub-t1-isisws-100,1796,1505938570263,1
1505938570267,pub-t1-isisws-100,1797,1505938570265,2
1505938570275,pub-t1-isisws-100,1798,1505938570274,1
1505938570275,pub-t1-isisws-100,1799,1505938570274,1
1505938570276,pub-t1-isisws-100,1800,1505938570275,1
1505938570282,pub-t1-isisws-100,1801,1505938570281,1
1505938570289,pub-t1-isisws-100,1802,1505938570288,1
1505938570293,pub-t1-isisws-100,1803,1505938570292,1
1505938570295,pub-t1-isisws-100,1804,1505938570294,1
1505938570297,pub-t1-isisws-100,1805,1505938570296,1
1505938570324,pub-t1-isisws-100,1806,1505938570323,1
1505938570324,pub-t1-isisws-100,1807,1505938570323,1
1505938570324,pub-t1-isisws-100,1808,1505938570323,1
1505938570337,pub-t1-isisws-100,1809,1505938570336,1
1505938570342,pub-t1-isisws-100,1810,1505938570341,1
1505938570347,pub-t1-isisws-100,1811,1505938570346,1
1505938570350,pub-t1-isisws-100,1812,1505938570349,1
1505938570372,pub-t1-isisws-100,1813,1505938570371,1
1505938570377,pub-t1-isisws-100,1814,1505938570376,1
1505938570379,pub-t1-isisws-100,1815,1505938570377,2
1505938570407,pub-t1-isisws-100,1816,1505938570406,1
1505938570409,pub-t1-isisws-100,1817,1505938570408,1
1505938570423,pub-t1-isisws-100,1818,1505938570422,1
1505938570423,pub-t1-isisws-100,1819,1505938570422,1
1505938570431,pub-t1-isisws-100,1820,1505938570430,1
1505938570441,pub-t1-isisws-100,1821,1505938570440,1
1505938570451,pub-t1-isisws-100,1822,1505938570450,1
1505938570460,pub-t1-isisws-100,1823,1505938570458,2
1505938570475,pub-t1-isisws-100,1824,1505938570474,1
1505938570482,pub-t1-isisws-100,1825,1505938570481,1
1505938570488,pub-t1-isisws-100,1826,1505938570487,1
1505938570494,pub-t1-isisws-100,1827,1505938570493,1
1505938570498,pub-t1-isisws-100,1828,1505938570497,1
1505938570510,pub-t1-isisws-100,1829,1505938570509,1
1505938570518,pub-t1-isisws-100,1830,1505938570517,1
1505938570537,pub-t1-isisws-100,1831,1505938570535,2
1505938570539,pub-t1-isisws-100,1832,1505938570538,1
1505938570583,pub-t1-isisws-100,1833,1505938570582,1
1505938570586,pub-t1-isisws-100,1834,1505938570585,1
1505938570589,pub-t1-isisws-100,1835,1505938570588,1
1505938570592,pub-t1-isisws-100,1836,1505938570591,1
1505938570592,pub-t1-isisws-100,1837,1505938570591,1
1505938570602,pub-t1-isisws-100,1838,1505938570601,1
1505938570602,pub-t1-isisws-100,1839,1505938570601,1
1505938570622,pub-t1-isisws-100,1840,1505938570620,2
1505938570647,pub-t1-isisws-100,1841,1505938570646,1
1505938570669,pub-t1-isisws-100,1842,1505938570668,1
1505938570682,pub-t1-isisws-100,1843,1505938570681,1
1505938570683,pub-t1-isisws-100,1844,1505938570682,1
1505938570683,pub-t1-isisws-100,1845,1505938570682,1
1505938570689,pub-t1-isisws-100,1846,1505938570688,1
1505938570699,pub-t1-isisws-100,1847,1505938570698,1
1505938570706,pub-t1-isisws-100,1848,1505938570705,1
1505938570733,pub-t1-isisws-100,1849,1505938570731,2
1505938570738,pub-t1-isisws-100,1850,1505938570738,0
1505938570739,pub-t1-isisws-100,1851,1505938570738,1
1505938570740,pub-t1-isisws-100,1852,1505938570739,1
1505938570740,pub-t1-isisws-100,1853,1505938570739,1
1505938570745,pub-t1-isisws-100,1854,1505938570744,1
1505938570754,pub-t1-isisws-100,1855,1505938570753,1
1505938570764,pub-t1-isisws-100,1856,1505938570763,1
1505938570780,pub-t1-isisws-100,1857,1505938570779,1
1505938570789,pub-t1-isisws-100,1858,1505938570787,2
1505938570803,pub-t1-isisws-100,1859,1505938570802,1
1505938570807,pub-t1-isisws-100,1860,1505938570806,1
1505938570808,pub-t1-isisws-100,1861,1505938570807,1
1505938570814,pub-t1-isisws-100,1862,1505938570813,1
1505938570819,pub-t1-isisws-100,1863,1505938570818,1
1505938570825,pub-t1-isisws-100,1864,1505938570824,1
1505938570827,pub-t1-isisws-100,1865,1505938570826,1
1505938570837,pub-t1-isisws-100,1866,1505938570836,1
1505938570843,pub-t1-isisws-100,1867,1505938570842,1
1505938570843,pub-t1-isisws-100,1868,1505938570842,1
1505938570845,pub-t1-isisws-100,1869,1505938570844,1
1505938570849,pub-t1-isisws-100,1870,1505938570848,1
1505938570851,pub-t1-isisws-100,1871,1505938570850,1
1505938570858,pub-t1-isisws-100,1872,1505938570857,1
1505938570865,pub-t1-isisws-100,1873,1505938570864,1
1505938570868,pub-t1-isisws-100,1874,1505938570867,1
1505938570879,pub-t1-isisws-100,1875,1505938570878,1
1505938570895,pub-t1-isisws-100,1876,1505938570894,1
1505938570915,pub-t1-isisws-100,1877,1505938570914,1
1505938570922,pub-t1-isisws-100,1878,1505938570921,1
1505938570924,pub-t1-isisws-100,1879,1505938570923,1
1505938570929,pub-t1-isisws-100,1880,1505938570928,1
1505938570940,pub-t1-isisws-100,1881,1505938570939,1
1505938570941,pub-t1-isisws-100,1882,1505938570940,1
1505938570955,pub-t1-isisws-100,1883,1505938570954,1
1505938570988,pub-t1-isisws-100,1884,1505938570987,1
1505938570994,pub-t1-isisws-100,1885,1505938570994,0
1505938571004,pub-t1-isisws-100,1886,1505938571003,1
1505938571010,pub-t1-isisws-100,1887,1505938571009,1
1505938571023,pub-t1-isisws-100,1888,1505938571022,1
1505938571023,pub-t1-isisws-100,1889,1505938571022,1
1505938571050,pub-t1-isisws-100,1890,1505938571049,1
1505938571055,pub-t1-isisws-100,1891,1505938571054,1
1505938571055,pub-t1-isisws-100,1892,1505938571054,1
1505938571087,pub-t1-isisws-100,1893,1505938571085,2
1505938571092,pub-t1-isisws-100,1894,1505938571091,1
1505938571108,pub-t1-isisws-100,1895,1505938571107,1
1505938571124,pub-t1-isisws-100,1896,1505938571123,1
1505938571140,pub-t1-isisws-100,1897,1505938571139,1
1505938571141,pub-t1-isisws-100,1898,1505938571140,1
1505938571147,pub-t1-isisws-100,1899,1505938571146,1
1505938571148,pub-t1-isisws-100,1900,1505938571147,1
1505938571149,pub-t1-isisws-100,1901,1505938571148,1
1505938571161,pub-t1-isisws-100,1902,1505938571160,1
1505938571167,pub-t1-isisws-100,1903,1505938571166,1
1505938571173,pub-t1-isisws-100,1904,1505938571172,1
1505938571173,pub-t1-isisws-100,1905,1505938571172,1
1505938571180,pub-t1-isisws-100,1906,1505938571179,1
1505938571180,pub-t1-isisws-100,1907,1505938571179,1
1505938571204,pub-t1-isisws-100,1908,1505938571203,1
1505938571219,pub-t1-isisws-100,1909,1505938571217,2
1505938571232,pub-t1-isisws-100,1910,1505938571231,1
1505938571243,pub-t1-isisws-100,1911,1505938571242,1
1505938571245,pub-t1-isisws-100,1912,1505938571244,1
1505938571247,pub-t1-isisws-100,1913,1505938571246,1
1505938571248,pub-t1-isisws-100,1914,1505938571247,1
1505938571270,pub-t1-isisws-100,1915,1505938571269,1
1505938571274,pub-t1-isisws-100,1916,1505938571273,1
1505938571274,pub-t1-isisws-100,1917,1505938571273,1
1505938571290,pub-t1-isisws-100,1918,1505938571289,1
1505938571305,pub-t1-isisws-100,1919,1505938571304,1
1505938571306,pub-t1-isisws-100,1920,1505938571304,2
1505938571306,pub-t1-isisws-100,1921,1505938571304,2
1505938571318,pub-t1-isisws-100,1922,1505938571317,1
1505938571359,pub-t1-isisws-100,1923,1505938571358,1
1505938571370,pub-t1-isisws-100,1924,1505938571369,1
1505938571384,pub-t1-isisws-100,1925,1505938571383,1
1505938571393,pub-t1-isisws-100,1926,1505938571392,1
1505938571402,pub-t1-isisws-100,1927,1505938571401,1
1505938571426,pub-t1-isisws-100,1928,1505938571424,2
1505938571429,pub-t1-isisws-100,1929,1505938571428,1
1505938571430,pub-t1-isisws-100,1930,1505938571429,1
1505938571438,pub-t1-isisws-100,1931,1505938571437,1
1505938571446,pub-t1-isisws-100,1932,1505938571445,1
1505938571452,pub-t1-isisws-100,1933,1505938571451,1
1505938571461,pub-t1-isisws-100,1934,1505938571460,1
1505938571466,pub-t1-isisws-100,1935,1505938571465,1
1505938571472,pub-t1-isisws-100,1936,1505938571471,1
1505938571520,pub-t1-isisws-100,1937,1505938571519,1
1505938571526,pub-t1-isisws-100,1938,1505938571525,1
1505938571527,pub-t1-isisws-100,1939,1505938571526,1
1505938571527,pub-t1-isisws-100,1940,1505938571526,1
1505938571538,pub-t1-isisws-100,1941,1505938571537,1
1505938571538,pub-t1-isisws-100,1942,1505938571537,1
1505938571548,pub-t1-isisws-100,1943,1505938571547,1
1505938571548,pub-t1-isisws-100,1944,1505938571547,1
1505938571549,pub-t1-isisws-100,1945,1505938571548,1
1505938571562,pub-t1-isisws-100,1946,1505938571561,1
1505938571568,pub-t1-isisws-100,1947,1505938571567,1
1505938571573,pub-t1-isisws-100,1948,1505938571573,0
1505938571581,pub-t1-isisws-100,1949,1505938571580,1
1505938571588,pub-t1-isisws-100,1950,1505938571587,1
1505938571590,pub-t1-isisws-100,1951,1505938571589,1
1505938571607,pub-t1-isisws-100,1952,1505938571606,1
1505938571608,pub-t1-isisws-100,1953,1505938571607,1
1505938571615,pub-t1-isisws-100,1954,1505938571614,1
1505938571616,pub-t1-isisws-100,1955,1505938571615,1
1505938571627,pub-t1-isisws-100,1956,1505938571626,1
1505938571628,pub-t1-isisws-100,1957,1505938571628,0
1505938571628,pub-t1-isisws-100,1958,1505938571628,0
1505938571628,pub-t1-isisws-100,1959,1505938571628,0
1505938571642,pub-t1-isisws-100,1960,1505938571641,1
1505938571654,pub-t1-isisws-100,1961,1505938571653,1
1505938571668,pub-t1-isisws-100,1962,1505938571667,1
1505938571701,pub-t1-isisws-100,1963,1505938571700,1
1505938571704,pub-t1-isisws-100,1964,1505938571703,1
1505938571715,pub-t1-isisws-100,1965,1505938571714,1
1505938571716,pub-t1-isisws-100,1966,1505938571715,1
1505938571716,pub-t1-isisws-100,1967,1505938571715,1
1505938571723,pub-t1-isisws-100,1968,1505938571723,0
1505938571736,pub-t1-isisws-100,1969,1505938571735,1
1505938571741,pub-t1-isisws-100,1970,1505938571740,1
1505938571765,pub-t1-isisws-100,1971,1505938571764,1
1505938571803,pub-t1-isisws-100,1972,1505938571802,1
1505938571809,pub-t1-isisws-100,1973,1505938571808,1
1505938571819,pub-t1-isisws-100,1974,1505938571818,1
1505938571819,pub-t1-isisws-100,1975,1505938571818,1
1505938571825,pub-t1-isisws-100,1976,1505938571825,0
1505938571842,pub-t1-isisws-100,1977,1505938571841,1
1505938571853,pub-t1-isisws-100,1978,1505938571852,1
1505938571856,pub-t1-isisws-100,1979,1505938571855,1
1505938571857,pub-t1-isisws-100,1980,1505938571856,1
1505938571857,pub-t1-isisws-100,1981,1505938571856,1
1505938571861,pub-t1-isisws-100,1982,1505938571860,1
1505938571864,pub-t1-isisws-100,1983,1505938571863,1
1505938571867,pub-t1-isisws-100,1984,1505938571865,2
1505938571868,pub-t1-isisws-100,1985,1505938571868,0
1505938571873,pub-t1-isisws-100,1986,1505938571872,1
1505938571876,pub-t1-isisws-100,1987,1505938571875,1
1505938571877,pub-t1-isisws-100,1988,1505938571876,1
1505938571884,pub-t1-isisws-100,1989,1505938571883,1
1505938571884,pub-t1-isisws-100,1990,1505938571883,1
1505938571894,pub-t1-isisws-100,1991,1505938571893,1
1505938571895,pub-t1-isisws-100,1992,1505938571894,1
1505938571904,pub-t1-isisws-100,1993,1505938571903,1
1505938571918,pub-t1-isisws-100,1994,1505938571917,1
1505938571920,pub-t1-isisws-100,1995,1505938571919,1
1505938571956,pub-t1-isisws-100,1996,1505938571955,1
1505938571958,pub-t1-isisws-100,1997,1505938571957,1
1505938571959,pub-t1-isisws-100,1998,1505938571958,1
1505938571969,pub-t1-isisws-100,1999,1505938571967,2
1505938571970,pub-t1-isisws-100,2000,1505938571969,1
1505938571971,pub-t1-isisws-100,2001,1505938571970,1
1505938571975,pub-t1-isisws-100,2002,1505938571975,0
1505938571988,pub-t1-isisws-100,2003,1505938571987,1
1505938572010,pub-t1-isisws-100,2004,1505938572009,1
1505938572011,pub-t1-isisws-100,2005,1505938572010,1
1505938572023,pub-t1-isisws-100,2006,1505938572022,1
1505938572025,pub-t1-isisws-100,2007,1505938572024,1
1505938572066,pub-t1-isisws-100,2008,1505938572064,2
1505938572086,pub-t1-isisws-100,2009,1505938572085,1
1505938572089,pub-t1-isisws-100,2010,1505938572088,1
1505938572110,pub-t1-isisws-100,2011,1505938572109,1
1505938572127,pub-t1-isisws-100,2012,1505938572126,1
1505938572136,pub-t1-isisws-100,2013,1505938572135,1
1505938572136,pub-t1-isisws-100,2014,1505938572135,1
1505938572139,pub-t1-isisws-100,2015,1505938572138,1
1505938572151,pub-t1-isisws-100,2016,1505938572150,1
1505938572194,pub-t1-isisws-100,2017,1505938572193,1
1505938572195,pub-t1-isisws-100,2018,1505938572194,1
1505938572197,pub-t1-isisws-100,2019,1505938572196,1
1505938572215,pub-t1-isisws-100,2020,1505938572214,1
1505938572223,pub-t1-isisws-100,2021,1505938572222,1
1505938572247,pub-t1-isisws-100,2022,1505938572246,1
1505938572273,pub-t1-isisws-100,2023,1505938572272,1
1505938572273,pub-t1-isisws-100,2024,1505938572272,1
1505938572293,pub-t1-isisws-100,2025,1505938572292,1
1505938572308,pub-t1-isisws-100,2026,1505938572306,2
1505938572310,pub-t1-isisws-100,2027,1505938572309,1
1505938572328,pub-t1-isisws-100,2028,1505938572327,1
1505938572345,pub-t1-isisws-100,2029,1505938572344,1
1505938572367,pub-t1-isisws-100,2030,1505938572366,1
1505938572372,pub-t1-isisws-100,2031,1505938572371,1
1505938572372,pub-t1-isisws-100,2032,1505938572371,1
1505938572382,pub-t1-isisws-100,2033,1505938572381,1
1505938572382,pub-t1-isisws-100,2034,1505938572381,1
1505938572398,pub-t1-isisws-100,2035,1505938572397,1
1505938572403,pub-t1-isisws-100,2036,1505938572401,2
1505938572408,pub-t1-isisws-100,2037,1505938572407,1
1505938572413,pub-t1-isisws-100,2038,1505938572412,1
1505938572436,pub-t1-isisws-100,2039,1505938572435,1
1505938572454,pub-t1-isisws-100,2040,1505938572453,1
1505938572467,pub-t1-isisws-100,2041,1505938572466,1
1505938572474,pub-t1-isisws-100,2042,1505938572473,1
1505938572491,pub-t1-isisws-100,2043,1505938572489,2
1505938572496,pub-t1-isisws-100,2044,1505938572495,1
1505938572502,pub-t1-isisws-100,2045,1505938572501,1
1505938572515,pub-t1-isisws-100,2046,1505938572514,1
1505938572519,pub-t1-isisws-100,2047,1505938572518,1
1505938572521,pub-t1-isisws-100,2048,1505938572520,1
1505938572526,pub-t1-isisws-100,2049,1505938572525,1
1505938572535,pub-t1-isisws-100,2050,1505938572534,1
1505938572540,pub-t1-isisws-100,2051,1505938572539,1
1505938572541,pub-t1-isisws-100,2052,1505938572539,2
1505938572547,pub-t1-isisws-100,2053,1505938572546,1
1505938572551,pub-t1-isisws-100,2054,1505938572550,1
1505938572561,pub-t1-isisws-100,2055,1505938572560,1
1505938572571,pub-t1-isisws-100,2056,1505938572570,1
1505938572592,pub-t1-isisws-100,2057,1505938572591,1
1505938572632,pub-t1-isisws-100,2058,1505938572631,1
1505938572633,pub-t1-isisws-100,2059,1505938572632,1
1505938572642,pub-t1-isisws-100,2060,1505938572640,2
1505938572657,pub-t1-isisws-100,2061,1505938572657,0
1505938572676,pub-t1-isisws-100,2062,1505938572675,1
1505938572683,pub-t1-isisws-100,2063,1505938572682,1
1505938572686,pub-t1-isisws-100,2064,1505938572685,1
1505938572686,pub-t1-isisws-100,2065,1505938572685,1
1505938572687,pub-t1-isisws-100,2066,1505938572686,1
1505938572691,pub-t1-isisws-100,2067,1505938572690,1
1505938572721,pub-t1-isisws-100,2068,1505938572719,2
1505938572730,pub-t1-isisws-100,2069,1505938572729,1
1505938572757,pub-t1-isisws-100,2070,1505938572756,1
1505938572787,pub-t1-isisws-100,2071,1505938572786,1
1505938572789,pub-t1-isisws-100,2072,1505938572788,1
1505938572792,pub-t1-isisws-100,2073,1505938572791,1
1505938572794,pub-t1-isisws-100,2074,1505938572793,1
